"系統序號","課程名稱","課程大綱","A分數","A判定理由","B分數","B判定理由","C分數","C判定理由","D分數","D判定理由","整體判定","主要依據","證據不足處"
"8401409","資訊科技與組織變革","""上課資訊|Information                     日期:2026年2月26日~2024年6月11日               上課時間:每週四 13:10-14:30 | 14:45-16:00                       教室:政治大學商學院 地點待通知               中場休息15分鐘                       對象:商學院各系所研究生                                 本課程適合科技管理、企業管理、資訊管理與跨領域相關系所研究生;是一門基礎課程;帶領學員了解資訊科技賦能以及數位轉型的基本知識;進一步理解不同行業中如何展開組織轉型為企業帶來競爭優勢;共計三學分。    課程簡介|Summary    數位轉型;不是選修;而是生存題。科技浪潮正改寫競爭規則。跨界對手不再敲門;而是直接進場;原本穩定的優勢;轉眼成了包袱。課程分為兩大主軸。第一部分;帶你認識企業正在使用、也正在誤用的關鍵數位科技;從人工智慧、物聯網、企業資源管理;到數位孿生、金融科技與文化科技;協助你看懂它們在組織中的角色;而不被名詞牽著走。第二部分;聚焦數位科技如何賦能組織創新:部門如何協作、商業模式如何調整、顧客體驗如何被重新定義;以及企業如何在不確定環境中維持承受力。透過精選案例與討論;本課程不只介紹科技的運與;更陪演練站在管理者位置;判斷什麼值得投入、什麼該停手;為下一步做好準備。  ""","2","課程明確將人工智慧列為關鍵數位科技之一，並介紹其在組織中的角色；但未提及以AI作為學習工具、提示策略或自主學習。","1","課程提到企業正在使用或誤用數位科技，並要求判斷何者值得投入、何者應停止，具有限度的科技使用判斷；但未明確探討AI倫理、法規、偏誤、資安或責任。","1","課程透過案例與討論，演練站在管理者位置判斷科技投入與組織轉型方向；但未明確要求使用AI分析或完成AI問題解決任務。","2","課程以人工智慧等數位科技為脈絡，透過案例與討論演練管理者判斷何者值得投入、何者應停止，涉及人類決策；但未明確要求AI協作、查證或責任反思。","A=2;B=1;C=1;D=2","主要具備AI與數位科技認知，以及在案例討論中的管理判斷；AI實作與責任使用內容有限。","大綱未說明學生實際操作AI、驗證AI輸出、規劃人機分工，也未明確列出AI倫理、法規、偏誤、個資或風險管理活動。"
"8401410","新興資訊技術發展與應用","""                 ※ 簡士鎰老師;教授主題:「Meta」;負責 2 週課程。       課程以人智協作(HAI: Human-AI Collaboration)為核心;透過探討實際應用案例;分析現行問題與探索潛在商業機會。相關 HAI 創新應用(如 AI 與混合實境科技 MR)也將討論。       第一部分的課程介紹 HAI 的發展與演進;同時介紹如何分析與評估資訊服務使用過程;透過迭代設計進而優化互動體驗。第二部分的課程聚焦科技創新應用;了解新興科技的技術發展;並從不同面向檢視實際使用所衍生的議題。              ※ 郁 方老師;教授主題:「AI+資安」;負責 2 週課程。       人工智能(AI)是一門涉及多個領域的技術;包括機器學習、自然語言處理、圖像識別等。這門課程旨在介紹 AI 的概念;技術發展與應用;期能從企業的觀點提出對策討論如何面對AI的世代。       第一部分的課程是 AI 基礎理論與商業應用內涵;基礎模型介紹包含 CNN; RNN; LSTM; and Transformers;並探討其對抗例生成與資安威脅。第二部分的課程是大語言模型的理論與應用;探討模型優調;提示工程;越獄攻擊技術;並對當前的 LLM 對金融業在不同場景中的應用進行風險評估。       ※ 蔡瑞煌老師;教授主題:「AI and Agentic AI」;負責 3 週課程。       課程目標是深入討論人工智慧(AI)技術以及新興代理型人工智慧(Agentic AI)技術的開發和應用。              ※ 蕭舜文老師;教授主題:「金融資安+區塊鏈」;負責 3 週課程。       一:課程將涵蓋區塊鏈系統的底層技術;包含區塊的定義、共識演算法的原理、去中心化金融的架構;智能合約的基本原理;並界定何種應用適用於區塊鏈系統而何種不適用;以確保區塊鏈的應用有實質性的發展。       二:課程以安全管理與風險評估出發;能理解資訊安全在企業中的位置與意義;並討論博士班研究方法。              ※ 陳 恭老師;教授主題:「區塊鏈技術:商業創新與應用」;負責 2 週課程。 隨著區塊鏈和分散式帳本技術的迅速發展;數位資產不再僅僅是投機工具;而是逐漸成為金融業提升效率、降低成本以及開發創新產品的關鍵工具。本單元將深入探討現實世界資產(RWA)代幣化如何活化資產、提升流動性;並實現即時清算。此外;數位資產還帶來了跨境支付的新模式;使國際間的資金轉移更加便捷、低成本。本單元的三大核心主題:資產代幣化的影響、TradFi 與 DeFi 的互動機會、合規創新與政策挑戰。                    ""","4","課程以人智協作為核心，介紹AI發展、基礎模型、LLM理論與應用，並涵蓋提示工程、模型優調及Agentic AI；具備多單元的AI工具與技術學習內容，但未明確呈現自主學習規劃或學習歷程評量。","4","課程明確探討對抗例生成、資安威脅、越獄攻擊技術、金融業LLM應用風險評估，以及區塊鏈的合規創新與政策挑戰，具備AI風險與合規議題；但未完整呈現AI倫理、個資、偏誤治理與責任歸屬的系統性評量。","3","課程以HAI實際應用案例分析現行問題與商業機會，透過迭代設計優化互動體驗，並進行金融業LLM應用風險評估；但大綱未明確說明學生實作作品、驗證修正流程或人機分工評量。","3","課程以人智協作為核心，探討實際應用案例、互動體驗優化及不同面向的使用議題，呈現人與AI協作及情境判斷；但未明確要求學生提出人類判斷理由、承擔決策責任或進行創意與同理心實作。","A=4;B=4;C=3;D=3","主要符合A與B，並具備HAI案例分析、迭代設計及AI應用風險評估等C、D相關內容。","大綱雖有豐富AI理論、應用、風險與人智協作內容，但未明確列出學生個人實作成果、AI輸出驗證、修正紀錄、人機分工或D能力的具體評量。"
"8401710","觀光韓語","本課程將觀光理解為一種文化經驗的過程;而非僅僅是對景點的造訪;並將觀光導覽視為詮釋與傳達文化的實踐行為。修課學生將以對「文化」的理論性理解為基礎;反思自身文化;並逐步訓練如何運用符合觀光導覽情境的韓語表達來進行說明與傳達。為此;本課程以「味、趣、興、休」四個核心關鍵詞為中心;探討觀光中的文化經驗。各主題皆由概念講授、韓國案例學習、臺灣案例探索以及現場參訪等階段所構成;在此過程中;學生將同時學習面向觀光客介紹文化的基本導覽用語與說明方式。本課程旨在培養學生在深入理解自身文化的基礎上;能夠運用觀光導覽語言來說明與詮釋文化的能力。(本文件之翻譯係在 人工智慧工具 輔助下完成。)","0","課程大綱僅在文件末註明翻譯由人工智慧工具輔助完成，未顯示課程教學或學生學習活動使用AI；因此不能推定具備AI學習能力。","0","課程大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證或責任。","0","課程聚焦觀光文化理解、韓語導覽表達、案例學習與現場參訪，未明確使用AI完成專業任務。","0","課程未將文化理解、導覽表達或現場參訪置於AI協作脈絡，不能因一般文化詮釋與溝通能力而給分。","A=0;B=0;C=0;D=0","唯一AI文字是課程文件翻譯由人工智慧工具輔助完成，並非課程內容或學生學習要求。","課程大綱未提及AI工具的教學、操作、責任使用、問題解決或人機協作，因此各項能力均無明確證據。"
"8401952","國際智慧財產權法專題研究(四)","""This seminar offers students the opportunity to undertake guided independent research on selected topics in international and comparative intellectual property law; broadly construed. Through close reading; discussion; and individual research projects; students will engage in in-depth analysis of some of the most pressing legal issues arising from contemporary innovation; creative activity; and technological development in a global context.        The primary objective of the seminar is to provide students with a foundational understanding of key intellectual property issues within the international legal regime; including&mdash;though not limited to&mdash;patent; copyright; trademark; and trade secret law. Emphasis will be placed on comparative perspectives and the interaction between domestic IP systems and international norms. Students are expected to complete all assigned readings in advance of each class and to participate actively in seminar discussions. Regular attendance and informed class participation are mandatory.        In addition to developing substantive knowledge; students will design and complete an original research project. To familiarize students with current developments in intellectual property law; each student is required to deliver a 3&ndash;5 minute short presentation on recent IP-related news. Students may select topics of interest from sources such as the IPWatchdog blog (https://ipwatchdog.com/); The IPKat blog (https://ipkitten.blogspot.com/); or other reputable online sources.        Each student must also select a presentation and paper topic and will meet individually with the instructor to discuss topic selection; research strategy; and paper development. Students are required to submit a two-page research proposal and presentation slides outlining their project.        Students are also required to present their research to the seminar and to serve as panelists for the presentations of other students; offering constructive comments and engaging in scholarly discussion. Course grades will be based primarily on the quality of the research proposal; presentations and class participation. (This seminar is not graded anonymously because the professor works with students on their writing projects throughout the semester.)        As part of the seminar; students will also participate in a field trip to the Microsoft Office; where they will be hosted by Microsoft&rsquo;s in-house legal counsel. During this visit; students will learn how a leading technology company prepares for AI development; manages intellectual property strategy; and responds to AI-related legal disputes in practice. The visit will be scheduled in the afternoon from 2:00 p.m. to 4:00 p.m.; further details will be announced in class.  ""","0","課程主要進行國際智慧財產權法閱讀、討論與研究；AI僅出現在參訪企業準備AI發展的內容，未要求學生以AI作為學習工具或學習方法。","3","課程明確涵蓋專利、著作權、商標、營業秘密等智慧財產權，並於Microsoft參訪中了解AI發展的智慧財產策略及AI相關法律爭議，具備AI法律與責任議題；但未明確涵蓋AI倫理、個資、偏誤或系統風險。","0","學生需完成原創研究、簡報與報告，但大綱未要求使用AI分析、生成或解決法律研究問題；AI相關內容限於企業參訪與法律爭議介紹。","1","課程透過研究、簡報、研討討論及Microsoft參訪接觸AI發展與AI法律爭議，具有有限的人類法律分析脈絡；但未明確置於人機協作，也未要求批判或驗證AI輸出。","A=0;B=3;C=0;D=1","主要符合B，因課程明確處理AI發展的智慧財產策略與AI相關法律爭議；研究與討論能力本身不因有AI案例即轉為C或D高分。","大綱未要求學生使用AI工具、驗證AI結果、進行人機分工或反思AI決策責任；AI內容主要集中於企業參訪單元。"
"8402241","資安檢測技術與實務","""資安檢測技術與實務課程將可增強學生在資訊安全領域的專業知識與實務技能。課程將包含資安趨勢簡介、檢測技術簡介、IT / IoT / OT / AI 等資安評估方法與技術、攻防實務、防護與管理措施等內容;課堂上將以課程講解搭配上機實作;教授學生如何執行檢測、分析與回應不同類型與面向的安全威脅。希望藉此協助學生在理論與實務上;強化資安知識以及資安問題的解決能力。(本課程多為實作內容;請同學務必自行準備筆電並攜帶筆電上課)  ""","1","課程明確列出AI資安評估方法與技術，顯示接觸AI相關技術；但未提及將AI作為學習工具、資訊整理工具或自主學習工具。","3","課程涵蓋AI資安評估方法與技術、攻防實務、防護與管理措施，並要求檢測、分析及回應安全威脅，具備AI資安與風險意識；但未明確說明AI偏誤、個資、倫理、法規或責任治理。","3","課程明確安排上機實作，教授學生執行檢測、分析與回應不同類型安全威脅，且包含AI資安評估方法與技術；但未說明AI結果的驗證修正、人機分工或品質評估。","0","課程雖有AI資安實作與威脅分析，但未將活動明確置於人機協作、AI判斷、人類主體性、同理心或創意整合脈絡。","A=1;B=3;C=3;D=0","主要符合B與C，因課程明確涵蓋AI資安評估並安排檢測、分析、回應的上機實作。","大綱未提及以AI協助學習、AI倫理法規、偏誤與查證，也未說明AI輸出驗證、修正、品質控制或人機分工。"
"8402259","現代世界的宗教與政治","""                 Notes:             Required readings: The course has only 1-2 required readings. The others are &ldquo;additional&rdquo; (thus not mandatory); yet if students write essays based on these; they will get additional points.      Essay: Students write only 1 essay (1;000 &ndash; 1;500 words) to be submitted on Week 8 (Mid-term). The essay discusses at least 2 (two) theories/concepts that have been discussed and applies them on a case study.      Final paper: Students write 1 Final Paper (4;000-5;000 words) to be submitted at the end of the semester. Students may choose the final papers&rsquo; topics themselves.      Presentations: Each student presents twice; one on the weekly topic of their choice and the other is a short 5-minute presentation on the framework of their final papers; towards the end of the semester.                  The elements of evaluation are thus: Attendance and participation; 2 Presentations (consisting of 1 essay review; 1 final); 1 mid-term essay; 1 Final paper.                  The course includes stimulating activities e.g.; debates; games; simulations; and film.            Most humanities and social sciences scholars believed that as of late twentieth century secularism has won; and the separation of religion and politics had become increasingly synonymous with the conquest for a modern; rational; and democratic governance. However; the dynamics over the course of the century have indicated that religion continues to challenge such endeavor; even in &ldquo;mature&rdquo; democracies. Moreover; the current rise of fundamentalism; extremism and violence; both perpetrated by the states and non-state actors; have illustrated a &ldquo;backlash&rdquo; against such conquest for &ldquo;modernity&rdquo; and ultimately necessitate a revisit of the said narrative of secularism.        This course aims at encouraging a deeper understanding on two dimensions of the nexus of religion and politics in the modern world: firstly; the contemporary debates on religion and politics; framed as a comparative study across various contexts around the globe; highlighting the link between religion and politics in democracies and non-democracies. We will explore themes such as secularization; &ldquo;civil religion&rdquo;; religion as a salient identity; religion as a &ldquo;fluid&rdquo; category; religious civil and &ldquo;uncivil&rdquo; societies; and the connection between religion; politics and nationalism among modern nation-states.        The second dimension focuses on the rise of transnational religious networks; religious fundamentalism; and religious nationalism as they emerged globally in the twentieth century. We will examine how &ldquo;religion&rdquo; poses challenges in the US; Southeast Asia; South Asia and the Middle East; by looking at religious nationalism and fundamentalism; e.g.; Hindu nationalism in India; Buddhist nationalism in Myanmar; Christian nationalism in the US; and others.        With regard to the role of (digital) technology in the complex interplay between religion and democracy; the course also highlights how religion provides shared values (dignity; solidarity) for democracy - which may conflict with pluralism - ; while technology (AI; social media) both enhances democratic engagement (connectivity) and threatens it (misinformation; polarization); creating a dynamic where &quot;spiritual tech&quot; emerges; forcing ethical questions about how digital tools shape faith and governance; forcing ethical questions about how digital tools shape faith and governance; potentially leading to new forms of &quot;tech-driven&quot; societal control or spiritual expression.        The course is therefore divided into two parts: the first examines key concepts of religion; religious politics; secularism; church-state separation and nationalism; and the second explores aspects of religious nationalism and fundamentalism by examining the case studies from countries such as Myanmar; Thailand; Indo","1","大綱提及AI、社群媒體、錯誤資訊、極化及數位工具對信仰與治理的影響，但未明確安排學生理解、選用或操作AI工具，因此僅具零星AI學習相關內容。","2","大綱明確提到錯誤資訊、極化、科技驅動的社會控制，以及數位工具如何形塑信仰與治理的倫理問題，具備AI風險與倫理討論；但未明確涵蓋法規、個資、偏誤查證、治理機制或責任評量。","0","大綱未要求學生使用AI進行分析、生成、建模或完成專業問題解決任務，因此不能推定具備運用AI解決問題的能力。","1","大綱在AI、社群媒體與民主治理脈絡下提出倫理問題及科技控制的可能性，但未明確要求學生批判AI結果、提出人類判斷、進行人機協作或發展創意方案。","A=1;B=2;C=0;D=1","主要依據為課程後段明確提及AI、社群媒體、錯誤資訊、極化、倫理問題及科技驅動的社會控制。","大綱未明確說明學生操作AI、使用AI學習或完成AI專題；亦未具體安排AI結果查證、人機分工、責任歸屬、使用揭露或評量機制。"
"8402495","研究方法","""Attendance Policy: First Week and Class Absences          For all enrolled students: It is crucial and mandatory to attend the first week&#39;s class.         For students who intend to enroll manually (add/drop): You are also required to attend the first week&#39;s class to secure a potential spot.         Failure Policy: You will automatically fail the course if you miss more than three (3) class sessions throughout the semester.             Course Description     In this course; we are going to learn how to systematically study social issues in the human society and generate solid and trustworthy knowledge. Specifically; the research methods and tools introduced in this course are mainly based on the methodological foundations in social sciences.    We are going to learn Four types of methods        Systematic Literature review   Survey   Semi-structured interview   Field Observation          For each research method; we are going to discuss six aspects of the method:       The Role of theory in the entire research process   The process of data collection   How to analyze collected data   Standards of quality   Ethical Issues   The landscape of methods          Along with learning these four specific research tools; we are also going to learn how to write a research proposal. You will also be required to develop &ldquo;the first draft of a future research proposal&rdquo; at the end of the course (see details below).    Furthermore; this course aims to proactively integrate Generative AI into the research workflow. We are going to use Gemini (Google&#39;s AI model) to help us execute certain aspects of the research process. We are also going to learn how to properly acknowledge the involvement of generative AI in all of your work.        Course Format        Group Discussion &amp; Short Lecture:      My role will be a facilitator who supports your learning. In particular; this course is built on group discussion and collective learning. Most learning will be based on reading assigned materials; discussion; and class exercises. I will supplement these activities with short lectures that help contextualize readings; articulate learning themes across weeks; and move your learning forward.               A Student-centered Learning Approach:       I employ a student-centered learning approach in this course rather than a traditional lecture format (i.e.; you listen to lectures to learn knowledge). The methods of learning in this course; thus; involve three major aspects       Careful and Critical Reading: We will collectively read the PDF files of assigned readings on a Google Drive folder and collaboratively make comments or reply to each other&#39;s comments.   In-Class Activity: Toward the end of each class; we will dedicate time to practice specific research method tasks.   After-Class Tasks: Students will complete assigned tasks related to the specific research method after each class session.              Learning Activities        Collective Reading and Annotation      To facilitate your reading; our entire class (include me) will collectively read the PDF files of assigned readings on a Google Drive folder and collaboratively make comments or reply to each other&#39;s comments.        Method Practice Assignment (Pilot Study)      After each week&rsquo;s class; you will need to carry out specific tasks to practice the research method you learn during the class. Critically; the output of these assignments will become the basis of your learning in the upcoming weeks.       Research Proposal      <span style=""font-size""","3","課程明確表示將生成式AI整合進研究工作流程，使用Gemini協助研究過程中的特定部分；但未具體說明提示策略、AI如何提升學習成效或如何規劃與調整AI輔助的學習歷程。","3","課程明確要求學習如何在所有作品中適當揭露生成式AI的參與，且各研究方法均討論倫理議題；但未明確說明AI偏誤、個資外洩、幻覺、資安、法律或責任歸屬的完整處理。","3","課程明確要求使用Gemini執行研究流程中的特定部分，並透過文獻閱讀、方法練習、試驗性研究及研究提案完成研究任務；但未明確要求驗證或修正AI結果、比較方案、人機分工或系統性品質控制。","2","課程強調批判性閱讀、研究品質標準、倫理議題及集體討論，這些可支持AI協作中的判斷；但大綱未明確將人類判斷、同理溝通或創意整合置於AI協作情境中。","A=3;B=3;C=3;D=2","主要依據為明確使用Gemini協助研究流程、要求揭露生成式AI參與，並以方法練習、試驗性研究及研究提案作為學習活動。","大綱未明確交代提示工程、AI輸出查證與修正、偏誤及幻覺辨識、人機分工、流程監控，以及AI協作中的人類決策責任。"
"8402499","國際創新管理","""This course introduces innovation management in international contexts. The first part explores four major approaches &mdash; Process; Technology; Strategy; and Human-Centered &mdash; and applies them to AI-rich cases from the United States; India; Taiwan; and Germany. The second part focuses on implementing innovation plans through hands-on tools for product-market fit; objectives; resources; strategies; monitoring; and evaluation.     By integrating theory with practice; students design implementation plans aligned with the four approaches. Throughout the course; they examine how AI and Industry 5.0 are transforming innovation globally and present their insights through concise memos and presentations.  ""","1","課程以AI豐富案例及AI與Industry 5.0轉型為內容，學生會接觸AI在國際創新管理中的應用脈絡；但未明確要求選用或操作AI工具以提升學習。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證、治理或責任等負責任使用AI內容。","1","課程將四種創新管理方法應用於AI豐富案例，並設計創新實施計畫；但大綱未明確要求學生實際使用AI完成任務，也未提及AI結果驗證、修正或人機分工。","1","課程包含Human-Centered方法，並在AI豐富案例及AI轉型脈絡下設計創新實施計畫，具有限度的人本與創新整合證據；但未明確要求學生保有人類判斷、同理互動或批判AI結果。","A=1;B=0;C=1;D=1","主要依據為AI豐富案例、AI與Industry 5.0轉型，以及以Human-Centered方法設計國際創新實施計畫。","大綱未明確說明學生操作AI工具、查證AI產出、進行負責任AI評估、規劃人機協作或提出AI協作下的人類判斷。"
"8402500","行政學","""This course introduces students to how governments work in practice and why public agencies matter in everyday life. Public administration shapes the services people rely on&mdash;education; transportation; health; safety&mdash;yet the inner workings of government often seem distant or confusing. Through an interdisciplinary approach; this course explains what public administration is; how it developed; and how it differs from private-sector management. Students will explore how governments hire and motivate employees; how bureaucrats make decisions; how performance is measured; and why reforms are difficult to achieve. The course also examines the legal and financial foundations of governing; including rules; accountability; budgeting; and public spending. Contemporary issues such as digital government; artificial intelligence; and global administrative traditions highlight how public administration is changing around the world. By the end of the course; students will gain analytical tools to understand government organizations; evaluate administrative choices; and engage thoughtfully with public issues.  ""","1","大綱僅將人工智慧列為公共行政變遷的當代議題之一，未明確介紹AI工具、原理、選用方式或AI輔助學習活動。","0","大綱未將人工智慧與倫理、法規、個資、資安、偏誤、風險、查證或責任治理明確連結。","0","大綱未要求學生使用AI分析、生成、建模或解決行政問題；僅提及人工智慧是公共行政變化的議題，不能推定具備AI問題解決能力。","0","大綱未在AI協作情境中要求人類判斷、同理溝通、創意整合、批判AI結果或承擔人機協作責任。","A=1;B=0;C=0;D=0","主要依據僅為課程大綱將人工智慧列為公共行政變遷的當代議題。","大綱未明確安排任何AI操作、AI學習活動、負責任使用AI內容、AI問題解決任務或AI協作中的人類能力培養。"
"8402503","AI與治理","""Recent advances in computing may place us at the threshold of a unique turning point in human history. Soon we are likely to entrust management of our environment; economy; security; infrastructure; food production; healthcare; and to a large degree even our personal activities; to artificially intelligent computer systems.        The prospect of &quot;turning over the keys&quot; to increasingly autonomous systems raises many complex and troubling questions. How will society respond as versatile robots and machine-learning systems displace an ever-expanding spectrum of blue- and white-collar workers? Will the benefits of this technological revolution be broadly distributed or accrue to a lucky few? How can we ensure that these systems respect our ethical principles when they make decisions at speeds and for rationales that exceed our ability to comprehend? What; if any; legal rights and responsibilities should we grant them? And should we regard them merely as sophisticated tools or as a newly emerging form of life?    隨著近期AI與自動化設備之技術發展;已達到人類歷史發展之轉折點;人類非常可能大規模地將環境、經濟發展、安全、基礎設備、食物生產與分配、健康照護與保險交由AI與自動化設備安排與執行。    本課程目標在介紹AI技術對公、私部門治理、法律制度、社會網絡及政治生態的衝擊。此次邀請美國華盛頓大學傳播暨資訊學院助理教授蕭遠;    一同參與線上課程;營造國際化學習環境;豐富學生學習資源;增進臺灣與各國學生對於AI技術將造成的社會、政治、經濟、社會與文化衝擊等議題;例如:AI與自動化設備取代白領與藍領勞工的工作機會的社會衝擊評估與對應?AI與自動化設備之技術革命帶來之整體利益;是否能公平分配?如何在AI與自動化設備進行自動決策時;確保道德原則?以及社群媒體的自動化決策;對於社會網絡及文化傳播及政治生態的衝擊;進行廣泛而深入的學術與文化交流;藉此使學生能瞭解AI所帶來的衝擊;增進學生到外國進修或就業的動力;同時也能開展國際學術互動與合作的契機。  ""","1","課程以AI技術對治理、法律、社會及政治的衝擊為核心討論，但內容未明確要求學生選用AI工具或運用AI提升學習成效。","4","課程核心明確探討AI自動決策如何遵守道德原則、法律權利與責任、工作取代、利益公平分配，以及AI對社會與政治的衝擊，具備倫理、法律、價值判斷、責任與治理內容；但未明確呈現完整的AI風險管理或查證實作評量。","1","大綱討論AI與自動化設備的社會衝擊評估及自動決策的治理問題，但未要求學生實際使用AI完成分析、方案、原型或系統，因此僅有背景性的問題解決關聯。","3","課程明確討論如何確保AI自動決策遵守道德原則、利益是否公平分配，以及AI對社會、政治與文化的影響，涉及人類價值、責任與治理判斷；但未明確安排AI協作實作、批判輸出、同理互動或創意方案評量。","A=1;B=4;C=1;D=3","主要依據為課程以AI與治理為主題，明確探討自動決策、倫理原則、法律權利與責任、公平分配及社會政治衝擊。","大綱未明確要求學生操作AI工具或以AI完成問題解決任務，也未說明AI輸出查證、偏誤測試、資安防護、人機分工及具體評量方式。"
"8402505","進階國際法專題研究","""                 Prerequisite: Completion of a &#39;Public International Law&#39; course at university at undergraduate or postgraduate level.              Public international law (PIL) is concerned with the principles and rules that govern relations between States and their interactions with other international actors; and has served as a foundation of the global rules-based order since the Second World War. PIL is a dynamic field of law; and is a vital legal; political and ideological tool through which global actors structure; think about and act upon the current global order in addressing the most important issues facing humankind.              &lsquo;Advanced Public International Law Seminar&rsquo; is designed for upper-level students who; having already completed a foundational course in PIL at university level; wish to deepen their understanding of PIL and focus on its application. Whereas ICI&rsquo;s introductory PIL course (ZU1005011) presents a panorama of the &lsquo;global rules-based order&quot;; this advanced seminar is a research-intensive course designed to develop advocacy and policy-making skills essential for careers in international advocacy; intergovernmental organisations; global governance and domestic law reform.              &lsquo;Advanced Public International Law Seminar&rsquo; focuses on international law in extremis. We will examine the application; complexity; distortion; and resilience of international legal frameworks under complex and extreme conditions; for example during national emergencies; active warfare; prolonged armed conflicts; post-conflict contexts; and other situations. Students will move beyond learning what the law is to analysing how the law functions when the survival of a state or a population is at stake; or where existing global rules are inadequate in addressing a current or a potential global crisis.              Designed as a senior-level seminar; this course is focused on an independent research topic concerning an aspect of current debate or controversy in international law. This seminar course will be conducted via a hybrid mode of teaching; with supervised independent research; and seminar-style classes; including weeks of in-person attendance; online classes and dedicated consultation time.              Due to the nature of legal concepts and lexicon; this course is suitable only for students who have an advanced level of English proficiency. Because of the class size limit of 20 students; prospective students may be required to submit a letter of motivation and evidence of prerequisite satisfaction prior to confirmation of enrolment.              The course will be taught by Associate Professor Kevin Chang (JD; LLM; MA; GradDipIntLaw; GradDipLegPrac; BSc); who is a senior advisor on international law and who has more than 20 years&rsquo; experience as a lawyer; advocate and practitioner with the United Nations; the International Committee of the Red Cross; the Australian Government and other organisations. Professor Chang is a Lawyer of the Supreme Court of the Australian Capital Territory. He has also taught at the University of Sydney and the Graduate Institute of International and Development Studies in Geneva.                ""","0","課程名稱與大綱未出現AI工具、AI原理、AI模型、AI應用、AI倫理、AI科技衝擊或人機協作等AI元素，因此依0分原則判定為0分。","0","課程名稱與大綱未出現任何AI元素，未提及AI倫理、法規、風險、資安、治理或責任。","0","課程名稱與大綱未出現任何AI元素，未提及使用AI分析、生成、建模或解決國際法問題。","0","課程名稱與大綱未出現任何AI元素，未提及AI協作下的人類判斷、同理心、創意或真實世界洞察。","A=0;B=0;C=0;D=0","課程聚焦公共國際法、危機情境、獨立研究、倡議與政策制定，未出現任何AI元素。","課名與課程大綱均未提及AI；依0分原則四項能力全部判定為0分。"
"8194317","課程與未來學","""課程探討課程設計的基本概念;並引介未來學視角;思考教育與課程如何因應未來教育趨勢與變遷。課程將帶領學生應用未來學的核心工具(如STEEP分析、未來三角、Futures Cone);分析AI趨勢對教育的影響;並設計具未來導向的課程方案。    聽聽5分鐘Podcast了解課程: https://notebooklm.google.com/notebook/2b00b0e7-1a9d-4ecd-b0e0-fffff0f57c90/audio (需登入Google account)    大一至大四都可選修  ""","1","課程明確提及分析AI趨勢對教育的影響，並思考教育與課程如何因應未來變遷，僅能確認學生接觸AI相關趨勢，未明確要求使用AI工具進行學習。","0","課程未提及AI倫理、法規、個資、資安、偏誤、查證、治理或責任。","0","課程要求應用STEEP分析、未來三角與Futures Cone分析AI趨勢並設計課程方案，但未明確要求使用AI完成問題分析或方案製作，因此不能視為運用AI解決問題。","0","課程未將人類主體性、批判AI結果、同理心或創意置於AI協作情境中。","A=1;B=0;C=0;D=0","主要依據為課程明確分析AI趨勢對教育的影響，AI在課程中主要作為未來教育議題與分析對象。","大綱未提及AI工具操作、負責任使用規範、AI生成結果驗證、人機分工或AI協作下的人類判斷。"
