系統序號,建立時間,開課時程,開課年度,開課學期,開課學期名稱,級別名,級別碼,校制碼,校碼,校名,校名關鍵字,_學校名稱,英文校名,郵遞區號,課程名稱,英文名稱,學院名稱,系所名稱,系所英文名稱,學程名稱,分組,年級,開課老師,職稱,學分數,每週上課時數,每週實習時數,課程大綱,課程連結,備註,填表人,男學生修課人數,女學生修課人數,其他學生修課人數,授課語言1,授課語言2,證照1,證照2,學制_,學制,部校訂_,部校訂,科目類別_,科目類別,教學型態_,教學型態,必選修_,必選修,師資來源_,師資來源,全英語教學_,全英語教學,跨校選修_,跨校選修,專兼任_,專兼任,教師分類_,教師分類,聘書職級_,聘書職級,開課老師性別_,開課老師性別,系科屬性_,系科屬性,國外合作遠距課程_,國外合作遠距課程,遠距教學提供字幕_,遠距教學提供字幕,全英語學程_,全英語學程,內涵主題碼,總修課人數,_授課語言,_證照,節次,教室,教學內涵,課號,相似度
8401548,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資料新聞學,Data Journalism,傳播學院,傳播學院傳播碩士學位學程,Master Program in Communication,,,1,鄭宇君,,3,0,0,"""本課程是新聞系選修課程;及傳院學碩合開課。開放大三以上及碩士生加簽;視同學題目決定加簽;有意修課同學(無論是否已選課)請於2026年2月22日前填寫表單 https://forms.gle/npAJTE4qydktv3pK8 ;第一周上課就會請同學報告並討論題目方向。    本課為新聞系機構合開課程; Readr授課業師:總編輯簡信昌、新聞製作人李又如    課程介紹當代資料新聞的發展趨勢;瞭解各類型資料與資料分析工具對於新聞報導的啟發與影響;透過資料新聞經典個案的分析探討;並與業師合作開設工作坊;教導學生完成資料新聞專題的實作。    授課時間:星期二D56 (13:10-16:00;視當天討論情況;有可能延後下課)    課程主要分為以下兩大部分。    (一)介紹當代資料新聞學(data journalism)的源起與發展;帶領學生瞭解資料新聞學的基本概念與操作流程;從探索性的資料新聞到深入挖掘資料的調查性資料報導;從中建立運算思維;協助學生結合新聞專長與資料分析方法來進行資料新聞報導;以因應當前新聞專業所面臨的各種挑戰。    (二)資料新聞專題實作:由教師帶領學生探索各類開放資料;建立資料新聞報導的問題意識;搭配不同的資料實作工作坊;教導學生透過資料收集、清洗、分析、視覺化與詮釋來建構資料新聞報導;同時結合專家訪談以解釋資料分析的意義;最終完成一篇資料新聞報導。    本課程以專案實作學習(Project-Based Learning)為基礎;與資料新聞專業媒體 READr進行機構合作;希望修課同學帶著自己想做的題目或與教師在學期初共同商議一個可完成的題目;在後續工作坊中;業師會教導資料新聞所需要使用的R語言及相關工具;以及如何使用LLM於資料新聞分析;帶領同學一步步完成資料新聞所需的資料收集、清洗、分析、視覺化等步驟;最後結合採訪與文字報導;以完成一篇資料新聞報導。學生專案的最終作品;包含資料視覺化圖表及文字報導內容;需符合新聞報導需求;將在相關媒體網站發表。    修課同學第一周務必參與課程介紹;第一周開始就會請同學提出構想的專案題目;有意修課同學請預先構思有興趣的資料新聞題目;可參閱相關的資料新聞報導進行發想;你想做的題目構想愈多愈好;不要只準備一個題目。每周上課皆有討論及資料分析實作部分;請自備筆電。  """,,,,2,2,0,中文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,教授,1,女性,2,大眾傳播細學類,03211,否,0,無,0,否,0,,4,中文,,二D56,傳播310431,1,464829-00-1,0
8401553,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,導演方法,Filmic Directing,傳播學院,傳播學院傳播碩士學位學程,Master Program in Communication,,,1,王亞維,,3,3,0,"""    教學設計將整理視覺元素、聲音、表演、敘事、導演技法等各種傳播表達工具之必要技術、知識與美學原理。以確定學生對於專業創作的完整理解。理論配合實務;將邀且業師傳授經驗;並以三個短片實作完成導演方法學習。    本課程將鼓勵學生在創作過程全面導入人機協作的方法;舉凡 ChatGPT、Google Gemini、生成式AI或其他AI工具協助學生發展劇本、分鏡表、配樂、後製、行銷計畫等。以使學生了解未來AI在影視產業應用的限制與可能性。      """,,,,5,5,0,中文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,大眾傳播細學類,03211,否,0,無,0,否,0,,10,中文,,三567,傳播310310,1,464915-00-1,0
8401559,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,衝突新聞、全球傳播與公民,Conflict Journalism; Global Communications; and Citizens,傳播學院,亞際文化研究國際碩士學位學程,International Master's Program in Inter-Asia Cultural Studies,,,1,游絲涵,,3,0,0,"""This course is concerned with the relationship between media; communications; and conflicts; particularly pertaining to armed conflicts. It will begin with a series of discussions on war journalism and peace journalism. Considering that war coverage nowadays is no longer produced by journalists and news institutions only; we will then shift our focus to the role of digital media in shaping the processes of which armed conflicts are communicated. In doing so; we ask and analyse such questions as &lsquo;How do journalistic practices of reporting on war look like on social media platforms? In what way do algorithms play a part in representing and giving meanings to wars? How are artificial intelligence techniques related to contemporary wars? How do Taiwanese citizens remember past wars; narrate present wars; and imagine possible wars in the future? How do digital media reconfigure temporal and spatial arrangements of war communications? What ethical considerations do journalists have when covering wars? How do news audiences witness distant suffering? What opportunities and risks do digital media present for global citizens to engage with distant suffering and wars?&rsquo;  """,,,,1,2,0,英文,,,,碩士班,21,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,女性,2,其他人文細學類,02299,否,0,無,0,否,0,,3,英文,,三567,傳播310207,1,465022-00-1,0
8401824,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,電腦輔助語言教學問題與研究,Issues and Studies in Computer-Enhanced Language Instruction,外國語文學院,英國語文學系,English,,,1,招靜琪,,3,3,0,"""本課程邀請英語教學與華語教學碩博士同學一起來探索數位科技與社群媒體在語言教學上啟示與挑戰。課程會以數位語言教學之相關議題研究為主、提供教學科技經驗與思考為輔。語言教學理論之重點;我們會以Vygotskian社會文化相關理論為底;生態理論為輔;探討科技與語言教學實務的碰撞與互動;思考這些新興科技與概念如何改變語言學習/教學的經驗?又如何改變我們老師的工作性質? 怎麼做才能在傳統教學與新時代意義之間取得平衡? 就新科技而言;我們會專注在目前出現在眼前、你已經聽到有很多討論的應用與研究:例如AR; VR; 社群媒體;AI 等等。課程中安排了多元有趣的學習經驗;包括邀請有教學創意的講者到現場、在線上與我們分享他們的經驗、學習如何運用簡單的工具達成教學的效果。請注意這裡的課程介紹目前是暫時性的;因為本課程的性質必須跟著最新的教學科技議題走;我也希望開學後見面;對各位的需求有所認識之後;再做調整。這門課也會一併介紹如何以質性研究方法;擴展我們對網路時代的語言學習與教學的議題的思考角度;我個人覺得很有意思的。    This course conducted as a learning communityinviteslanguage teachers to explore and consider possibilities and challenges with digital technologyand emerging applications in language education. We will discuss sociocultural concepts related to language learning and understand how they interact with digital experiences. Questions of interest are how the emerging technology and concepts might impact language learning experiences; how they change the nature of our job as teachers; how to prepare ourselves in order to meet the new challenges and balance between language learning/teaching and technological experiences. There will be multiple types of activities; including sharing of experiences; invited talks by creative teachers; conducting MM teaching; and possible field trips to businesses and see how theydeal with the impacts oftechnology.      """,,,,4,13,0,英文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,教授,1,女性,2,外國語文細學類,02311,否,0,無,0,否,0,,17,英文,,三234,道藩320306,1,551746-00-1,0
8401835,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,計量語言學,Quantitative Linguistics,外國語文學院,語言學研究所,Institute of Linguistics,,,1,張瑜芸,,3,3,0,"""This course aims to guide graduate students in learning the fundamental quantitative methods that are frequently used in linguistic research. It is expected that students have learned fundamental techniques in programming; especially in R; since this course will not start from scratch introducing basic commands in R. The first two hours of the course will be mainly lecturing; and the last hour will be a lab session for students to get their hands ``dirty&quot;.    Students will learn why quantitative methods are important; and how to analyze large datasets quantitatively and explore the underlying linguistic cues systematically. In this course; students will learn not only essential quantitative methods; but also basic machine learning approaches with big data and how to evaluate models. This course will present and demonstrate how to use R in implementing the above approaches. Lastly; a final project needs to be submitted at the end of the semester with skills learned in the course.     Furthermore; this course collaborates with the company Trend Micro to tackle cyber security related issues (e.g.; the detection of false messages). Students will be provided with real time datasets in the course; and are encouraged to develop projects relevant (but not limited) to the topics. They are expected to provide linguistic insights to work on this interdisciplinary study.      """,,,,1,6,0,中文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,女性,2,其他語文細學類,02399,否,0,無,0,否,0,,7,中文,,五234,季陶340407,1,555745-00-1,0
8402087,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,生成式 AI 應用與倫理實務課程,Generative AI Applications and Ethics Practicum,理學院,應用數學系,Mathematical Sciences,,,3,陳政輝,,3,3,0,"""本門課程是教育部補助人工智慧技術與應用領域系列課程中的總整課程;選修此門課的同學除學習AI應用相關倫理規範外; 將利用所學的生成式 AI 技術;赴企業實習;藉由專題實作獲得實務經驗;強化自身的知識;為未來從事此一領域工作立下必要的基礎  """,,,,23,18,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,數學細學類,05411,否,0,無,0,否,0,,41,中文,,一234,應數電腦室,1,701876-00-1,0
8402090,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,深度學習的原理與實務上的應用,Deep Learning Theory and Applications,理學院,應用數學系,Mathematical Sciences,,,1,蔡炎龍,,1,1,0,深度學習是近年來人工智慧非常重要的工脤。要做好一個人工智慧的專案;需要包括領域專家、工程師等等通力合作才能做好。不論哪一個角色;都需要瞭解深度學習的運作方式。本課程介紹深度學習的基礎概念、了解如何構建神經網路。導入實務應用;最重要的重點為「問一個可幫我們解決痛點的好問題」。我們會討論如何把實務的問題化為一個深度學習可解的問題。,https://moocs.nccu.edu.tw/,,,96,116,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,遠距教學（非同步）,3,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,數學細學類,05411,否,0,有,1,否,0,,212,中文,,另洽系所,另洽系所,1,701908-00-1,0
8402092,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,機器學習,Machine Learning,理學院,應用數學系,Mathematical Sciences,STEAM學分學程,,1,曾正男,,3,3,0,*認識機器學習的重點課題 *認識數學在統計學習上的重要方法 *學習與AI合作正確取得應用數學問題相關程式的技巧 *認識Colaboratory 機器學習套件 *實作數據分析問題,https://moodle45.nccu.edu.tw/,,,54,8,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,遠距教學（非同步）,3,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,數學細學類,05411,否,0,無,0,否,0,,62,中文,,二D56,應數電腦室,1,701943-00-1,0
8402100,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,貝氏資料分析,Bayesian Data Analysis,理學院,心理學系,Psychology,,,3,楊立行,,3,3,0,"""貝氏統計不論在學術研究或實務應用上都獲得相當大的成功;它也是目前AI領域中倚重甚深的運算技術。除了國際期刊推荐以貝氏統計取代傳統統計;科技公司例如Google;臉書;和微軟也應用貝氏統計來分析消費者行為。因此;培養學生認識乃至於精熟貝氏統計方法是件刻不容緩的事。本課程的設計包括;貝氏統計方法的基礎概念、機率分配、貝氏推論、貝氏模擬、貝氏潛在類別分析、貝氏階層線性模型、貝氏項目反應理論、以及狄利克雷歷程混合模型。課程中也將教授學生如何使用程式語言R與JAGS實作貝氏統計分析。這些基礎概念和應用程式練習將幫助學生提昇應用技能;能夠在短時間內進階到國際水準。本課程內容可能會隨進度略有調整;請以實際上課情形為準。  """,,,,10,12,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,教授,1,男性,1,心理學細學類,03131,否,0,無,0,否,0,,22,中文,,四234,綜南270314,1,702744-00-1,0
8402105,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,機器學習與其在行為科學之應用,Machine Learning and its Applications in Behavioral Science,理學院,心理學系,Psychology,,,4,黃柏僩,,3,0,0,"""「機器學習與其在行為科學之應用」乃為行為科學領域學生所設計之機器學習課程;除機器學習的基礎理論外;強調於其在行為科學之應用;以及機器學習模型之可解釋性與其如何協助因果推論。    本課程內容涵蓋以下三面向:       機器學習之基本概念;包括迴歸(regression)、分類(classification)、交叉效化(cross-validation)、正則化(regularization)、以及優化(optimization)。   常見之機器學習算則;包括線性方法(linear method)、K最近鄰居(K-nearest neighbors)、決策樹(decision tree)、集成學習(ensemble learning)、以及深度學習(deep learning)等。   解釋性與因果推論;包括排序特徵重要性(permutation feature importance)、偏相依圖(partial dependence plot)、SHAP(SHapley Additive exPlanations)、因果效果(causal effect)之估計、以及特徵重要性之檢定。      此外;本課程將使用 Python 的scikit-learn、PyTorch等開源軟體;以進行前述方法於行為資料之實作。由於授課地點為一般教室;故建議修課學生準備筆記型電腦;以方便課堂中即時操作回饋。  """,,,,10,10,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,心理學細學類,03131,否,0,無,0,否,0,,20,中文,,四234,綜北270306,1,702888-00-1,0
8402111,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,線性代數,Linear Algebra,資訊學院,資訊科學系,Computer Science,,,1,左瑞麟,,3,3,0,"""線性代數在資料科學、機器學習乃至深度學習等等都是重要的數學基礎;亦是密碼學技術設計的核心數學理論之一;尤其在後量子密碼的研究方面。本課程主要介紹基本的矩陣理論;其中包括向量空間、線性轉換;基本垂直、投影理論;以及特徵值、特徵向量等;使學生對矩陣與系統方程式之間的關係有基本的認識。  """,,,,49,23,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,教授,1,男性,1,資訊技術細學類,06131,否,0,無,0,否,0,,72,中文,,二234,大仁200301,1,703002-00-1,0
8402381,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,數位與社群媒體行銷,Digital & Social Media Marketing,商學院,經營管理碩士學程,Executive Master of Business Administration Program,,,2,陳冠儒,,1,1,0,"""本課程將透過產業變革脈絡;了解數位與社群媒體行銷全貌;內容涵蓋品牌管理、大數據概念、受眾歷程、內容科技、顧客關係管理等;讓學員快速有效一覽數位領域的行銷架構。課程結合實務、業界之案例; 提供完整的思考程序及觀念。將提出一數位與社群媒體行銷架構;透過此架構來理解執行數位與社群媒體行銷的元素及步驟;同時融入行銷科技(MarTech)、AI、消費者行為、以及社群媒體行銷趨勢。課堂上學員藉由個案討論與小組活動更加瞭解在數位轉型時代下;如何打造品牌在社群媒體中的形象、規劃切合品牌定位的行銷目標及內容、並實際進行數位行銷企劃發想。  """,,,,27,24,0,中文,,,,碩士班在職專班,22,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,企業管理細學類,04131,否,0,無,0,否,0,,51,中文,,另洽系所,另洽系所,1,932A24-00-1,0
8402395,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人工智慧與數位治理,Artificial Intelligence and Digital Governance,商學院,經營管理碩士學程,Executive Master of Business Administration Program,,,2,莊弘鈺,,1,1,0,"""""",,,,29,20,0,中文,,,,碩士班在職專班,22,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,企業管理細學類,04131,否,0,無,0,否,0,,49,中文,,另洽系所,另洽系所,1,932A69-00-1,0
8402396,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,數位服務創新與應用,Digital Service Innovation,商學院,經營管理碩士學程,Executive Master of Business Administration Program,,,2,張欣綠,,1,1,0,"""本課程深入探討數位服務創新與應用;分為四個模組。第一個模組為『數位服務的智慧創新』;專注於數位服務的數據應用與自動化。此模組將介紹生成式人工智慧在內容創作和構思中的應用;展示了人工智慧如何增強和豐富數位服務的內容;並強調數據智慧與數據經濟的概念。第二個模組為『數位服務的隨選創新』;專注於數位服務的訂製與模組化。學生在此模組中將學習商品及服務的模組化和捆綁微服務以創建個人化解決方案。第三個模組『數位服務的貼心創新』;專注於數位服務的顧客導向與體驗設計。學生在此模組終將學習如何透過遊戲化、開放創新、社群經濟以及體驗設計創造貼合顧客需求甚或創造驚喜的商品與服務。最後;第四個模組『數位服務的商務創新』探討數位服務的商業模式創新。學生在此模組中將學習如何透過商業模式三部曲(價值獲取、價值傳遞、與價值創造)以及場景打造建立數位服務生態系統的獲利引擎。藉由這四個模組的設計;本課程探討數位服務客製化、生成式人工智慧的應用、資料智慧整合以及數位創新中的商模設計等關鍵主題。透過理論架構、實際案例、和課堂活動;學生將學習設計模組化和個人化服務;利用生成式人工智慧的力量進行內容創建和構思;利用數據經濟概念和物聯網進行智慧服務交付;並打造複雜的數位創新背景下的商業模式。本課程提供數位服務生態系統的整體視圖;為學生提供推動數位轉型並在各自行業創造服務創新所需的知識和技能。  """,,,,22,7,0,中文,,,,碩士班在職專班,22,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,教授,1,女性,2,企業管理細學類,04131,否,0,無,0,否,0,,29,中文,,另洽系所,另洽系所,1,932A71-00-1,0
8402401,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,行銷管理,Marketing Management for International Managers,商學院,國際經營管理英語碩士學位學程,International Master of Business Administration,國際經營管理英語碩士學位學程,,1,顧筱筠,,3,3,0,"""This course focuses on architecting marketing decision systems that balance algorithmic efficiency with human judgment. It covers traditional frameworks (3Cs; 4Ps; STP) while addressing contemporary challenges in AI-driven markets.  """,,,,17,21,0,英文,,,,碩士班,21,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,是,1,否,0,兼任,2,一般教師,1,助理教授,3,女性,2,企業管理細學類,04131,否,0,無,0,是,1,,38,英文,,另洽系所,另洽系所,1,933002-00-1,0
8402405,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,數位及人工智慧行銷,Digital & AI Marketing,商學院,國際經營管理英語碩士學位學程,International Master of Business Administration,國際經營管理英語碩士學位學程,,1,朴星俊,,2,2,0,"""This course will acquaint students with practical knowledge and analytical skills necessary to create; evaluate; and execute digital marketing campaigns. This course looks at the advertising; entertainment; and media channels that make up digital marketing and explains how these tools fit into a company&rsquo;s integrated marketing communication strategies. Using real-world examples from large corporations and small businesses; students will explore how marketing professionals embrace online networks; digital content; and other practices (e.g.; SEO/SEM; eWOM; mobile; location-based; in-game advertising; etc.) to engender brand awareness; buzz; and desired consumer behaviors.  """,,,,8,26,0,英文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,是,1,否,0,兼任,2,一般教師,1,副教授,2,男性,1,企業管理細學類,04131,否,0,無,0,是,1,,34,英文,,另洽系所,另洽系所,1,933850-00-1,0
8193960,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,日文寫作,Japanese Composition,外國語文學院,日本語文學系,Japanese Language and Culture,,,0,?井郁子,,2,2,0,""" 本講義?初中級?文法?基礎?、?門的?文章?書?為?必要?表現?文法?作文?基礎知識?共???、日本語?作文能力?向上??????目的???。     母語???中?語?干??排?、自分?考??適切?表現???語彙選??構文使用?訓練?通??、文章????????????能力、?信力?養成??。          2023年?生成AI元年??言??、????技術?急速??展???言語?習????環境?急激??化????。??為、今年度??若干??????容??更??事?致????。        1文章作成?必要?基本事項??習?、作文展開??????即??練習???。    2???????討論??意見?出?合??後?、??????????作文?書?。添削??返?、書?直?。(作文??????日??表?、AI等?使用??????場?作文?書?)    3完成??作文?口頭?表?????(?期中1;2回程度)。    4原稿用紙?自分?用意????。添削??係?B4?印刷????好???。    5?習?象:日本語?母語????人  """,,,,12,14,0,日文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,講師,4,女性,2,外國語文細學類,02311,否,0,無,0,否,0,,26,日文,,五56,資訊140405,1,010107-06-1,0
8194230,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,統計學暨實習,Statistics with Recitation,資訊學院,人工智慧應用學士學位學程,Artificial Intelligence Applications,,,0,張家銘;吳炘婷,,4,4,0,This course introduces students to the core concepts and methods of statistics; with a focus on learning how to use data effectively in the face of uncertainty. Key topics include data visualization; descriptive statistics; probability; statistical inference; and linear regression. Emphasis will be placed on building intuition and practical understanding rather than mathematical rigor. Students will develop the skills to make sense of data; draw meaningful conclusions; and communicate results with clarity and confidence. The tools and thinking developed in this course are valuable for making informed decisions and conducting research across a wide range of disciplines. They also form the foundation of many modern applications; including machine learning and artificial intelligence.,https://cool.ntu.edu.tw/,,,3,0,0,英文,,,,學士班(含第二部),11,系定,3,專業科目,3,遠距教學（同步）,2,必修,1,專業系所聘任,1,否,0,否,0,專任;專任,1;1,一般教師;一般教師,1;1,副教授;助理教授,2;3,男性;女性,1;2,資訊技術細學類,06131,否,0,無,0,否,0,,3,英文,,另洽系所,另洽系所,1,070425-00-1,0
8194231,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,智慧人機互動,Human-AI Interaction,資訊學院,人工智慧應用學士學位學程,Artificial Intelligence Applications,人工智慧自然語言技術學分學程,,0,各開課教師,,3,3,0,隨著生成式AI與大型語言模型迅速融入設計流程與數位產品開發;互動設計者需具備整合AI技術與人機介面設計的跨域素養。本課程旨在探討人工智慧技術於人機互動設計中的應用;培養學生設計與開發智慧互動系統的核心能力。課程內容涵蓋人機互動及互動設計之基本概念、語意理解與回應機制、以及AI驅動之使用者體驗創新。教學上將透過講述法和工作坊建立基礎觀念;搭配上機實作強化技術操作能力;並以專題導向學習形式;引導學生完成從構思到原型開發/展示之整體設計流程。,https://cool.ntu.edu.tw/,,,1,3,0,中文,,,,碩士班,21,系定,3,專業科目,3,遠距教學（同步）,2,必修,1,專業系所聘任,1,否,0,否,0,無,0,無,0,無,0,其他,3,資訊技術細學類,06131,否,0,無,0,否,0,,4,中文,,另洽系所,另洽系所,1,070426-00-1,0
8194232,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,自然語言處理,Natural Language Processing,資訊學院,人工智慧應用學士學位學程,Artificial Intelligence Applications,人工智慧自然語言技術學分學程,,0,各開課教師,,3,3,0,本課程旨在介紹自然語言處理(NLP)和大型語言模型(LLM)的基礎知識和前瞻技術;適合對自然語言技術感興趣的學生。隨著生成式人工智慧技術的快速發展;NLP在各個領域中的應用日益廣泛。 本課程將提供學生NLP理論基礎;並結合實際應用;幫助學生掌握最新的NLP與LLM技術。,https://cool.ntu.edu.tw/courses/41436/modules,,,20,18,0,中文,,,,碩士班,21,系定,3,專業科目,3,遠距教學（同步）,2,必修,1,專業系所聘任,1,否,0,否,0,無,0,無,0,無,0,其他,3,資訊技術細學類,06131,否,0,無,0,否,0,,38,中文,,另洽系所,另洽系所,1,070427-00-1,0
8194233,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,電腦視覺實務與深度學習,Computer Vision Practice with Deep Learning,資訊學院,人工智慧應用學士學位學程,Artificial Intelligence Applications,人工智慧視覺技術學分學程,,0,彭彥璁,,3,3,0,電腦視覺已經深入生活當中;然而在不同應用情境下存在不同的實務挑戰;本課程講授學術文獻上以深度學習為主流之最新電腦視覺技術解決方案;以期建立修課學生之電腦視覺學理基礎與實務應用能力。,https://cool.ntu.edu.tw/,,,17,9,0,中文,,,,碩士班,21,系定,3,專業科目,3,遠距教學（同步）,2,必修,1,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,資訊技術細學類,06131,否,0,無,0,否,0,,26,中文,,另洽系所,另洽系所,1,070428-00-1,0
